DGUID,Total_jobs_125,HHI_125
2021S051235212360,4834010,770.1
2021S051235212361,4834715,770.11
2021S051235212362,4871290,770.33
2021S051235212363,4870650,770.41
2021S051235212364,4872250,770.44
2021S051235212365,4872325,770.5
2021S051235212366,4829215,770.31
2021S051235212367,4828045,770.33
2021S051235212368,4859775,769.37
2021S051235220064,4585170,770.07
2021S051235220065,4609425,769.74
2021S051235220066,4577355,770.01
2021S051235220067,4593350,770.12
2021S051235220068,4654935,769.61
2021S051235220070,4665885,769.46
2021S051235220071,4669205,769.4
2021S051235220072,4673690,769.36
2021S051235220073,4676925,769.37
2021S051235220074,4681200,769.34
2021S051235220076,4733125,769.38
2021S051235220077,4735410,769.31
2021S051235220078,4743150,769.61
2021S051235220079,4758785,769.23
2021S051235220084,4852675,769.07
2021S051235220085,4854180,769.2
2021S051235220087,4850485,768.99
2021S051235220088,4854645,769.03
2021S051235220089,4851090,768.97
2021S051235220090,4851460,768.95
2021S051235220091,4850160,768.99
2021S051235220092,4852505,768.96
2021S051235220093,4856650,768.95
2021S051235220094,4858675,768.95
2021S051235220095,4858140,768.96
2021S051235220096,4856910,768.99
2021S051235220097,4854630,769
2021S051235220098,4856525,769.04
2021S051235220099,4858155,769.01
2021S051235220100,4859875,768.96
2021S051235220101,4861960,768.99
2021S051235220102,4861180,768.96
2021S051235220103,4864580,768.93
2021S051235220104,4860615,768.69
2021S051235220105,4858940,768.67
2021S051235220106,4856795,768.69
2021S051235220107,4859695,768.68
2021S051235220108,4866995,768.76
2021S051235220109,4868690,768.82
2021S051235220111,4861325,768.69
2021S051235220112,4853935,768.6
2021S051235220113,4854205,768.67
2021S051235220114,4850980,768.64
2021S051235220115,4849910,768.61
2021S051235220116,4844730,768.67
2021S051235220117,4839110,768.71
2021S051235220118,4839170,768.74
2021S051235220119,4839780,768.77
2021S051235220120,4838245,768.77
2021S051235220121,4844095,768.74
2021S051235220122,4847015,768.76
2021S051235220123,4849020,768.75
2021S051235220124,4850740,768.7
2021S051235220125,4846255,768.93
2021S051235220126,4849725,768.96
2021S051235220127,4848985,769
2021S051235220128,4844605,768.93
2021S051235220130,4791955,769.02
2021S051235220131,4792990,769.06
2021S051235220138,4950825,771.55
2021S051235220139,4911880,769.56
2021S051235220140,5004100,770.88
2021S051235220141,4642410,769.43
2021S051235220142,4673535,769.49
2021S051235220143,4749935,769.19
2021S051235220145,4611415,769.76
2021S051235220147,4828440,769.14
2021S051235220148,4812985,769.35
2021S051235220149,4762190,769.72
2021S051235220150,4741260,769.81
2021S051235220151,4670460,769.71
2021S051235220152,4657885,769.62
2021S051235220155,4664135,769.92
2021S051235220157,4626735,769.91
2021S051235220159,4642370,769.97
2021S051235220160,4657815,769.45
2021S051235220161,4664185,769.41
2021S051235220162,4664075,769.47
2021S051235220163,4666865,769.49
2021S051235220164,4672320,769.41
2021S051235220165,4675670,769.39
2021S051235220166,4664775,769.37
2021S051235220167,4674675,769.35
2021S051235220172,4839725,770.32
2021S051235220173,4758410,769.53
2021S051235220174,4872315,768.8
2021S051235220175,4860850,768.78
2021S051235220176,4852820,770.76
2021S051235220178,4840720,770.52
2021S051235220181,4861195,770.77
2021S051235220182,4830875,770.48
2021S051235220183,4790395,771.19
2021S051235220184,4835770,770.67
2021S051235220185,4830780,768.78
2021S051235220190,4815340,768.79
2021S051235220191,4788120,768.92
2021S051235220192,4839160,769.11
2021S051235220193,4845460,769.15
2021S051235220194,4847445,769.19
2021S051235220199,4851755,769.11
2021S051235220200,4822240,768.9
2021S051235220201,4803980,769.3
2021S051235220203,4854180,769.2
2021S051235230052,5030410,772.73
2021S051235230054,5032690,772.77
2021S051235230055,5031550,772.76
2021S051235230056,5033395,772.8
2021S051235230057,5031055,772.78
2021S051235230058,5032040,772.77
2021S051235230059,5029890,772.77
2021S051235230060,5030620,772.81
2021S051235230061,5031570,772.84
2021S051235230062,5031520,772.88
2021S051235230063,5033175,772.83
2021S051235230064,5034295,772.83
2021S051235230065,5034710,772.84
2021S051235230066,5034815,772.84
2021S051235230067,5034730,772.84
2021S051235230068,5034960,772.84
2021S051235230069,5035470,772.82
2021S051235230070,5034780,772.82
2021S051235230071,5034955,772.83
2021S051235230074,5018665,772.99
2021S051235230075,5025800,772.89
2021S051235230076,5026860,772.86
2021S051235230077,5024415,772.84
2021S051235230078,5021550,772.78
2021S051235230079,5022380,772.8
2021S051235230080,5023150,772.78
2021S051235230081,5024945,772.79
2021S051235230082,5025555,772.78
2021S051235230083,5027200,772.76
2021S051235230084,5025590,772.75
2021S051235230085,5026150,772.71
2021S051235230086,5025150,772.7
2021S051235230087,5026085,772.7
2021S051235230088,5026605,772.7
2021S051235230089,5026085,772.7
2021S051235230090,5024410,772.69
2021S051235230091,5022570,772.72
2021S051235230092,5023090,772.68
2021S051235230093,5020490,772.72
2021S051235230094,5020065,772.79
2021S051235230095,5018935,772.76
2021S051235230096,5019525,772.77
2021S051235230097,5017380,772.81
2021S051235230100,5014805,772.79
2021S051235230101,5015620,772.81
2021S051235230102,5020085,772.77
2021S051235230103,5019380,772.76
2021S051235230104,5019645,772.77
2021S051235230105,5018850,772.75
2021S051235230106,5017620,772.81
2021S051235230108,5014520,772.8
2021S051235230110,5014570,772.84
2021S051235230111,5012060,772.84
2021S051235230112,5013015,772.83
2021S051235230113,5001055,772.88
2021S051235230114,5006375,772.87
2021S051235230117,5000590,772.86
2021S051235230118,4996020,772.86
2021S051235230119,4995215,772.87
2021S051235230120,4992660,772.89
2021S051235230121,4988580,772.89
2021S051235230122,4989880,772.86
2021S051235230124,4995170,772.86
2021S051235230139,5018310,772.78
2021S051235230141,5024185,772.73
2021S051235230142,5023695,772.74
2021S051235230143,5025930,772.73
2021S051235230144,5026215,772.72
2021S051235230145,5023955,772.72
2021S051235230146,5023650,772.73
2021S051235230147,5024170,772.73
2021S051235230148,5025530,772.74
2021S051235230149,5026235,772.71
2021S051235230150,5025465,772.72
2021S051235230151,5025925,772.73
2021S051235230152,5026870,772.7
2021S051235230153,5027655,772.67
2021S051235230154,5028475,772.7
2021S051235230155,5029345,772.71
2021S051235230156,5028100,772.7
2021S051235230157,5027705,772.76
2021S051235230158,5030020,772.77
2021S051235230159,5028725,772.76
2021S051235230160,5029225,772.71
2021S051235230161,5030085,772.73
2021S051235230162,5028630,772.69
2021S051235230163,5029235,772.66
2021S051235230164,5028130,772.67
2021S051235230165,5026665,772.66
2021S051235230166,5026495,772.67
2021S051235230167,5026420,772.74
2021S051235230168,5026985,772.74
2021S051235230169,5024700,772.74
2021S051235230170,5023860,772.78
2021S051235230171,5024545,772.78
2021S051235230173,5021835,772.78
2021S051235230175,5017385,772.83
2021S051235230176,5017325,772.82
2021S051235230177,5015165,772.84
2021S051235230178,5015135,772.82
2021S051235230179,5013305,772.83
2021S051235230180,5017790,772.83
2021S051235230181,5023275,772.78
2021S051235230182,5023275,772.78
2021S051235230183,5024280,772.8
2021S051235230184,5025770,772.82
2021S051235230185,5026250,772.82
2021S051235230186,5026890,772.84
2021S051235230187,5027260,772.79
2021S051235230188,5027295,772.8
2021S051235230189,5026950,772.8
2021S051235230190,5026905,772.79
2021S051235230191,5026660,772.79
2021S051235230194,5024640,772.78
2021S051235230202,5015945,772.81
2021S051235230203,5013325,772.82
2021S051235230215,4994800,772.96
2021S051235230216,5004490,772.85
2021S051235230217,5004395,772.86
2021S051235230218,4997055,772.83
2021S051235230219,5021295,772.8
2021S051235230220,5021800,772.76
2021S051235230221,5021130,772.74
2021S051235230227,5034230,772.81
2021S051235230269,5016315,772.78
2021S051235230270,5013390,772.81
2021S051235230271,5003765,772.85
2021S051235230272,5020090,772.79
2021S051235230275,5027990,772.81
2021S051235230276,5027840,772.8
2021S051235230277,5026760,772.84
2021S051235230278,5021895,772.8
2021S051235230279,5027305,772.78
2021S051235230280,5026655,772.79
2021S051235230281,4606410,771.63
2021S051235230282,4742655,772.16
2021S051235230283,4712565,773.61
2021S051235230284,4721130,773.54
2021S051235230285,4724960,773.51
2021S051235230286,4722820,773.5
2021S051235230287,4719640,773.55
2021S051235230288,4657180,773.9
2021S051235230289,4725220,773.92
2021S051235230290,4813275,773.41
2021S051235230291,4749840,773.94
2021S051235230292,4825405,773.41
2021S051235230293,4910355,772.93
2021S051235230294,4902150,772.65
2021S051235230295,4921215,772.61
2021S051235230296,4917035,772.49
2021S051235230297,4926180,772.48
2021S051235230298,4921060,772.47
2021S051235230299,4949425,772.52
2021S051235230300,4957570,772.59
2021S051235230301,4932480,772.52
2021S051235230302,4976850,772.74
2021S051235230303,4982310,772.77
2021S051235230304,4996715,772.75
2021S051235230305,4990650,772.79
2021S051235230306,4969180,772.79
2021S051235230307,4972370,772.77
2021S051235230308,4996680,772.74
2021S051235230309,5003060,772.64
2021S051235230310,5007075,772.59
2021S051235230311,5015450,772.58
2021S051235230312,5021910,772.5
2021S051235230313,5032965,772.51
2021S051235230314,5028995,772.49
2021S051235230315,5024310,772.47
2021S051235230316,5020025,772.47
2021S051235230317,4991140,772.45
2021S051235230318,4998935,772.58
2021S051235230319,4990435,772.74
2021S051235230320,5022240,772.33
2021S051235230321,5046615,772.42
2021S051235230322,5025300,772.59
2021S051235230323,5053405,772.14
2021S051235230324,5048725,772.12
2021S051235230325,5011720,772.47
2021S051235230326,4965970,772.65
2021S051235230327,4916455,772.74
2021S051235230328,4947930,772.51
2021S051235230329,4844350,772.96
2021S051235230330,5025730,771.9
2021S051235230331,5056300,772.03
2021S051235230332,5066975,772.14
2021S051235230333,5063135,772.69
2021S051235230334,5064705,771.73
2021S051235230335,5038360,771.04
2021S051235230336,4968375,770.74
2021S051235230337,4958745,770.3
2021S051235230338,4936640,770.36
2021S051235230339,4904390,769.6
2021S051235230340,4968805,770
2021S051235230341,4886760,769.56
2021S051235230342,4895040,770.02
2021S051235230343,4894795,770
2021S051235230344,4900985,770.14
2021S051235230345,4902980,770.12
2021S051235230346,4904150,770.2
2021S051235230347,4928840,770.35
2021S051235230348,4950605,770.82
2021S051235230349,4885650,769.98
2021S051235230350,4894485,770.17
2021S051235230351,4941915,770.82
2021S051235230352,5009975,771.65
2021S051235230353,5049435,772.25
2021S051235230354,5013525,771.68
2021S051235230355,5067700,772.56
2021S051235230356,5059155,772.39
2021S051235230357,5059535,772.4
2021S051235230358,5061655,772.43
2021S051235230359,5058240,772.3
2021S051235230360,5056035,772.27
2021S051235230361,5056770,772.62
2021S051235230362,5055410,772.38
2021S051235230363,5052955,772.42
2021S051235230364,5041455,772.6
2021S051235230365,5035525,772.74
2021S051235230366,5033460,772.73
2021S051235230367,5032760,772.71
2021S051235230368,5032045,772.7
2021S051235230369,5029965,772.64
2021S051235230370,5031810,772.69
2021S051235230371,5029415,772.68
2021S051235230372,5031640,772.69
2021S051235230373,5031555,772.71
2021S051235230374,5032380,772.71
2021S051235230375,5030970,772.68
2021S051235230376,5032165,772.71
2021S051235230377,5028125,772.66
2021S051235230378,5027720,772.71
2021S051235230379,5030580,772.7
2021S051235230380,5029750,772.7
2021S051235230381,5033365,772.74
2021S051235230382,5029705,772.78
2021S051235230383,5029240,772.72
2021S051235230384,5028165,772.78
2021S051235230385,5029745,772.73
2021S051235230386,5028395,772.8
2021S051235230387,5027630,772.82
2021S051235230388,5025150,772.85
2021S051235230389,5023700,772.86
2021S051235230390,5024310,772.85
2021S051235230391,5023270,772.88
2021S051235230392,5024310,772.85
2021S051235230393,5024340,772.89
2021S051235230394,5021570,772.96
2021S051235230395,5031625,772.84
2021S051235230396,5025690,772.85
2021S051235230397,5020300,773.05
2021S051235230398,5014185,773.1
2021S051235230399,5008890,773.2
2021S051235230400,5004170,773.32
2021S051235230401,5015090,773.22
2021S051235230402,5036495,772.95
2021S051235230403,4968665,773.46
2021S051235230404,4948615,773.55
2021S051235230405,4972510,773.22
2021S051235230406,5008285,773.03
2021S051235230407,4976535,773.1
2021S051235230408,4993475,772.97
2021S051235230409,4996500,772.95
2021S051235230410,5000020,772.94
2021S051235230411,4999695,772.95
2021S051235230412,4997525,772.93
2021S051235230413,4999715,772.94
2021S051235230414,4991920,772.93
2021S051235230415,4992545,772.95
2021S051235230416,4989980,773
2021S051235230417,4946730,772.97
2021S051235230418,5005175,773.01
2021S051235230419,5026795,772.92
2021S051235230420,5034865,772.8
2021S051235230421,5031730,772.53
2021S051235230422,5049905,772.75
2021S051235230423,5023665,772.25
2021S051235230424,4988745,772.53
2021S051235230425,4998505,772.77
2021S051235230426,4955020,772.57
2021S051235230427,4950700,772.25
2021S051235230428,4887035,772.88
2021S051235230429,4863940,773
2021S051235230430,4867475,772.98
2021S051235230431,4927515,772.41
2021S051235230432,4934770,772.42
2021S051235230433,4953985,772.24
2021S051235230434,5004555,772.96
2021S051235230435,5000170,772.94
2021S051235230436,5033125,772.71
2021S051235230437,5032965,772.71
2021S051235230438,4716400,773.82
2021S051235230439,4662510,773.81
2021S051235230440,4638405,774.12
2021S051235230441,4636800,774.28
2021S051235230442,4582375,774.5
2021S051235230443,4533860,774.8
2021S051235230444,4411385,774.95
2021S051235230445,4333510,775.24
2021S051235230446,4549290,775
2021S051235230447,4568775,774.82
2021S051235230448,4617605,774.32
2021S051235230449,4605725,774.25
2021S051235230450,4612650,774.11
2021S051235230451,4641900,773.89
2021S051235230452,4625265,774.63
2021S051235230453,4576775,774.71
2021S051235230454,4544365,774.88
2021S051235230455,4633660,774.28
2021S051235230456,4567035,774.02
2021S051235230457,4502230,775.11
2021S051235230458,4449470,774.94
2021S051235230459,4450575,774.96
2021S051235230460,4441905,775.01
2021S051235230461,4436515,774.94
2021S051235230462,4422100,774.94
2021S051235230463,4419620,774.86
2021S051235230464,4468575,775.11
2021S051235230465,4456160,774.93
2021S051235230466,4217990,775.77
2021S051235230467,4157100,775.98
2021S051235230468,3942755,777.95
2021S051235230469,3964545,777.66
2021S051235230470,3618620,781.86
2021S051235230471,3722850,780.23
2021S051235230472,3516630,782.46
2021S051235230473,3031710,790.96
2021S051235230474,3247325,788.71
2021S051235230475,3722765,780.55
2021S051235230476,4095970,776.7
2021S051235230477,4184380,776.02
2021S051235230478,4147405,776.28
2021S051235230479,4155655,776.23
2021S051235230480,4290800,775.54
2021S051235230481,4351255,775.43
2021S051235230482,4979820,772.88
2021S051235230483,4985225,772.83
2021S051235230484,4991770,772.9
2021S051235230485,5004640,772.92
2021S051235230486,5010235,772.89
2021S051235230487,5009545,772.93
2021S051235230488,5012240,772.88
2021S051235230489,5032175,772.87
2021S051235230490,5032740,772.8
2021S051235230491,4999445,772.88
2021S051235230492,5000680,772.91
2021S051235230493,5009740,772.91
2021S051235230494,5003590,772.95
2021S051235230495,5016340,772.83
2021S051235230496,5020945,772.87
2021S051235230497,5022095,772.83
2021S051235230498,5027520,772.82
2021S051235230499,5028175,772.81
2021S051235230500,5025425,772.89
2021S051235230501,5027415,772.87
2021S051235230502,5024460,772.93
2021S051235230503,5023240,772.91
2021S051235230504,5024395,772.91
2021S051235230505,5020630,772.97
2021S051235240003,4881805,770.08
2021S051235240004,4877290,770.08
2021S051235240005,4881725,770.09
2021S051235240006,4885870,770.14
2021S051235240007,4889640,770.17
2021S051235240010,4888235,770.16
2021S051235240012,4884080,770.1
2021S051235240013,4880360,770.12
2021S051235240014,4880460,770.12
2021S051235240015,4878660,770.09
2021S051235240016,4879535,770.08
2021S051235240026,4863270,770
2021S051235240027,4862915,770.06
2021S051235240028,4865330,769.94
2021S051235240029,4864080,769.97
2021S051235240030,4864815,769.95
2021S051235240031,4865995,770.03
2021S051235240032,4870935,769.98
2021S051235240033,4871440,769.98
2021S051235240034,4871945,769.99
2021S051235240035,4874200,770.03
2021S051235240036,4874105,770.03
2021S051235240037,4873805,770.02
2021S051235240050,4903180,770.91
2021S051235240051,4898535,770.83
2021S051235240052,4896935,770.79
2021S051235240053,4890970,770.8
2021S051235240054,4894830,770.79
2021S051235240055,4886845,770.78
2021S051235240056,4889750,770.75
2021S051235240057,4883930,770.7
2021S051235240058,4881845,770.71
2021S051235240059,4879990,770.72
2021S051235240060,4879170,770.71
2021S051235240061,4891935,770.81
2021S051235240063,4894980,770.8
2021S051235240064,4896545,770.83
2021S051235240065,4896245,770.94
2021S051235240066,4893535,770.94
2021S051235240067,4889870,770.9
2021S051235240068,4891965,770.96
2021S051235240069,4899525,771.09
2021S051235240070,4899165,771.09
2021S051235240071,4897295,771.05
2021S051235240073,4895280,771.08
2021S051235240074,4899770,771.14
2021S051235240075,4892355,771.08
2021S051235240076,4888665,770.97
2021S051235240077,4883150,770.93
2021S051235240078,4888530,770.96
2021S051235240079,4885800,770.87
2021S051235240081,4869800,770.78
2021S051235240082,4862165,770.58
2021S051235240083,4858050,770.55
2021S051235240084,4856635,770.57
2021S051235240085,4856410,770.52
2021S051235240086,4860730,770.51
2021S051235240087,4864050,770.61
2021S051235240098,4785185,770.18
2021S051235240099,4782345,770.24
2021S051235240100,4783905,770.22
2021S051235240101,4781760,770.23
2021S051235240102,4781370,770.24
2021S051235240104,4782370,770.22
2021S051235240105,4783195,770.21
2021S051235240106,4783780,770.22
2021S051235240107,4783195,770.21
2021S051235240108,4784295,770.21
2021S051235240109,4783555,770.23
2021S051235240110,4782555,770.22
2021S051235240111,4782440,770.23
2021S051235240112,4781065,770.24
2021S051235240113,4780275,770.23
2021S051235240114,4778840,770.29
2021S051235240115,4782445,770.22
2021S051235240116,4778720,770.27
2021S051235240117,4781585,770.26
2021S051235240118,4779995,770.28
2021S051235240120,4779830,770.3
2021S051235240123,4782730,770.35
2021S051235240124,4781725,770.38
2021S051235240125,4779520,770.36
2021S051235240126,4787380,770.38
2021S051235240127,4790145,770.37
2021S051235240128,4791565,770.35
2021S051235240129,4792765,770.36
2021S051235240130,4793655,770.34
2021S051235240131,4794550,770.33
2021S051235240132,4794145,770.36
2021S051235240134,4793345,770.45
2021S051235240135,4791185,770.47
2021S051235240136,4789265,770.58
2021S051235240137,4787945,770.51
2021S051235240138,4786820,770.53
2021S051235240139,4784960,770.54
2021S051235240140,4783845,770.56
2021S051235240141,4786495,770.57
2021S051235240142,4786150,770.59
2021S051235240143,4788610,770.56
2021S051235240144,4787685,770.58
2021S051235240145,4791770,770.56
2021S051235240146,4794120,770.55
2021S051235240147,4795430,770.57
2021S051235240148,4794105,770.51
2021S051235240150,4803860,770.5
2021S051235240152,4804165,770.49
2021S051235240153,4805685,770.48
2021S051235240154,4805295,770.49
2021S051235240155,4804540,770.5
2021S051235240156,4805265,770.46
2021S051235240157,4806205,770.5
2021S051235240158,4806575,770.5
2021S051235240159,4807925,770.49
2021S051235240160,4805625,770.53
2021S051235240161,4805090,770.53
2021S051235240162,4804075,770.5
2021S051235240165,4802425,770.32
2021S051235240166,4800420,770.29
2021S051235240167,4799595,770.31
2021S051235240168,4796825,770.32
2021S051235240169,4795060,770.33
2021S051235240170,4795060,770.33
2021S051235240171,4795745,770.3
2021S051235240172,4794350,770.28
2021S051235240173,4794065,770.27
2021S051235240174,4792865,770.28
2021S051235240175,4792605,770.25
2021S051235240176,4789990,770.24
2021S051235240177,4790325,770.25
2021S051235240179,4785930,770.25
2021S051235240180,4785680,770.21
2021S051235240181,4784290,770.23
2021S051235240182,4785185,770.2
2021S051235240184,4784950,770.19
2021S051235240188,4799835,770.3
2021S051235240189,4782195,770.31
2021S051235240192,4786415,770.28
2021S051235240193,4787605,770.3
2021S051235240194,4787990,770.32
2021S051235240195,4786310,770.31
2021S051235240196,4791530,770.32
2021S051235240197,4791955,770.34
2021S051235240198,4788625,770.55
2021S051235240199,4786195,770.59
2021S051235240200,4785670,770.6
2021S051235240201,4784275,770.6
2021S051235240202,4784965,770.58
2021S051235240203,4782345,770.49
2021S051235240204,4784950,770.51
2021S051235240205,4782800,770.49
2021S051235240206,4781530,770.45
2021S051235240207,4783190,770.4
2021S051235240208,4781895,770.38
2021S051235240209,4779335,770.45
2021S051235240210,4780160,770.39
2021S051235240211,4783675,770.38
2021S051235240212,4787740,770.43
2021S051235240213,4776205,770.48
2021S051235240214,4775625,770.5
2021S051235240215,4773235,770.51
2021S051235240216,4773000,770.46
2021S051235240217,4775235,770.41
2021S051235240218,4777540,770.42
2021S051235240219,4777845,770.43
2021S051235240220,4775725,770.42
2021S051235240221,4777100,770.41
2021S051235240222,4773215,770.37
2021S051235240223,4775315,770.38
2021S051235240224,4775590,770.41
2021S051235240225,4774290,770.39
2021S051235240226,4772185,770.41
2021S051235240227,4770925,770.38
2021S051235240228,4772200,770.37
2021S051235240229,4768875,770.37
2021S051235240230,4771335,770.37
2021S051235240231,4768810,770.38
2021S051235240232,4768050,770.37
2021S051235240233,4765465,770.38
2021S051235240234,4765200,770.4
2021S051235240235,4762740,770.39
2021S051235240236,4765810,770.42
2021S051235240237,4760660,770.39
2021S051235240238,4765285,770.4
2021S051235240239,4768930,770.34
2021S051235240240,4759775,770.43
2021S051235240241,4759880,770.41
2021S051235240242,4758735,770.47
2021S051235240243,4759615,770.43
2021S051235240244,4758240,770.46
2021S051235240245,4759335,770.45
2021S051235240246,4757240,770.49
2021S051235240247,4758900,770.51
2021S051235240248,4758350,770.53
2021S051235240249,4756700,770.55
2021S051235240250,4756425,770.54
2021S051235240251,4757490,770.57
2021S051235240252,4755185,770.57
2021S051235240253,4754300,770.56
2021S051235240254,4755860,770.54
2021S051235240255,4755045,770.53
2021S051235240256,4755280,770.54
2021S051235240257,4754410,770.54
2021S051235240258,4754410,770.54
2021S051235240259,4753450,770.57
2021S051235240263,4759935,770.72
2021S051235240265,4760600,770.64
2021S051235240266,4760505,770.62
2021S051235240267,4775210,770.78
2021S051235240268,4764445,770.65
2021S051235240269,4763415,770.48
2021S051235240270,4763415,770.42
2021S051235240271,4762175,770.59
2021S051235240272,4777480,770.45
2021S051235240273,4772315,770.41
2021S051235240274,4772960,770.42
2021S051235240275,4774445,770.37
2021S051235240276,4777905,770.4
2021S051235240277,4780470,770.34
2021S051235240278,4781245,770.35
2021S051235240279,4782395,770.43
2021S051235240280,4780575,770.45
2021S051235240281,4778885,770.45
2021S051235240282,4782415,770.45
2021S051235240284,4775290,770.37
2021S051235240285,4774245,770.39
2021S051235240286,4776660,770.31
2021S051235240287,4777165,770.29
2021S051235240288,4777950,770.3
2021S051235240289,4777950,770.3
2021S051235240290,4777130,770.28
2021S051235240291,4776310,770.31
2021S051235240292,4778460,770.26
2021S051235240293,4777655,770.29
2021S051235240297,4776625,770.28
2021S051235240298,4776685,770.29
2021S051235240299,4775835,770.31
2021S051235240301,4772320,770.34
2021S051235240302,4771790,770.39
2021S051235240303,4771520,770.39
2021S051235240304,4775795,770.32
2021S051235240305,4774415,770.32
2021S051235240307,4775745,770.32
2021S051235240317,4852335,771.91
2021S051235240318,4856910,771.9
2021S051235240319,4858955,771.93
2021S051235240320,4855360,771.97
2021S051235240321,4863820,772.08
2021S051235240322,4858685,772.06
2021S051235240323,4864405,772.2
2021S051235240324,4854870,772.02
2021S051235240325,4853090,772
2021S051235240326,4860140,772.17
2021S051235240327,4858520,772.2
2021S051235240328,4865135,772.25
2021S051235240329,4860800,772.21
2021S051235240330,4865095,772.31
2021S051235240331,4861270,772.26
2021S051235240332,4864845,772.34
2021S051235240333,4870910,772.44
2021S051235240334,4873985,772.49
2021S051235240335,4876485,772.55
2021S051235240336,4877950,772.51
2021S051235240337,4874425,772.46
2021S051235240338,4879375,772.51
2021S051235240339,4886585,772.71
2021S051235240340,4890685,772.77
2021S051235240341,4892410,772.71
2021S051235240342,4897145,772.7
2021S051235240343,4891420,772.64
2021S051235240344,4884575,772.5
2021S051235240345,4883195,772.45
2021S051235240346,4885485,772.44
2021S051235240347,4892880,772.58
2021S051235240348,4887280,772.42
2021S051235240349,4885410,772.4
2021S051235240350,4892965,772.48
2021S051235240351,4889155,772.37
2021S051235240352,4884685,772.3
2021S051235240353,4884300,772.29
2021S051235240354,4879530,772.2
2021S051235240355,4877705,772.17
2021S051235240356,4875570,772.13
2021S051235240357,4871780,772.09
2021S051235240358,4872725,772.12
2021S051235240359,4871530,772.06
2021S051235240363,4867550,772.17
2021S051235240364,4870265,772.23
2021S051235240365,4871835,772.26
2021S051235240366,4873210,772.29
2021S051235240367,4879530,772.27
2021S051235240368,4879805,772.44
2021S051235240369,4876710,772.41
2021S051235240370,4869145,772.27
2021S051235240371,4869910,772.35
2021S051235240372,4874185,772.43
2021S051235240373,4869345,772.39
2021S051235240374,4899075,772.63
2021S051235240375,4896035,772.6
2021S051235240376,4896425,772.67
2021S051235240377,4894915,772.67
2021S051235240378,4901360,772.75
2021S051235240379,4902910,772.82
2021S051235240380,4904030,772.77
2021S051235240381,4909740,773.03
2021S051235240382,4906080,772.86
2021S051235240383,4902150,772.91
2021S051235240384,4900640,772.85
2021S051235240385,4901455,773.03
2021S051235240386,4892580,772.9
2021S051235240387,4895040,772.96
2021S051235240388,4925625,773.55
2021S051235240391,4912880,773.42
2021S051235240392,4910660,773.41
2021S051235240393,4906700,773.34
2021S051235240394,4914095,773.55
2021S051235240395,4919585,773.63
2021S051235240396,4929560,773.81
2021S051235240398,4928130,773.81
2021S051235240399,4933985,773.95
2021S051235240400,4937085,774.03
2021S051235240401,4928030,773.93
2021S051235240402,4954135,774.03
2021S051235240403,4950185,773.97
2021S051235240404,4892355,773.1
2021S051235240405,4898520,773.14
2021S051235240406,4902625,773.23
2021S051235240409,4889075,773
2021S051235240410,4887195,772.9
2021S051235240411,4883880,772.9
2021S051235240412,4885530,772.92
2021S051235240413,4881880,772.9
2021S051235240414,4871780,772.75
2021S051235240417,4860665,772.54
2021S051235240420,4860005,772.52
2021S051235240421,4855890,772.45
2021S051235240422,4853260,772.43
2021S051235240423,4849460,772.38
2021S051235240425,4848420,772.31
2021S051235240427,4844275,772.22
2021S051235240428,4853740,772.47
2021S051235240429,4858910,772.54
2021S051235240431,4865195,772.75
2021S051235240432,4829450,771.93
2021S051235240433,4835360,771.99
2021S051235240436,4832760,771.86
2021S051235240437,4838880,772.02
2021S051235240438,4846075,772.17
2021S051235240439,4845810,772.13
2021S051235240440,4856825,772.38
2021S051235240441,4856375,772.39
2021S051235240442,4853245,772.35
2021S051235240443,4850865,772.34
2021S051235240444,4861370,772.51
2021S051235240445,4863990,772.54
2021S051235240446,4867710,772.55
2021S051235240447,4858700,772.43
2021S051235240448,4858140,772.37
2021S051235240449,4863350,772.39
2021S051235240450,4871570,772.49
2021S051235240451,4854275,772.28
2021S051235240452,4858365,772.31
2021S051235240453,4849535,772.11
2021S051235240455,4834555,771.85
2021S051235240459,4822605,771.73
2021S051235240460,4811170,771.6
2021S051235240461,4812475,771.63
2021S051235240462,4808780,771.63
2021S051235240463,4823995,771.74
2021S051235240464,4826235,771.72
2021S051235240465,4830035,771.78
2021S051235240466,4833610,771.83
2021S051235240467,4811040,771.69
2021S051235240468,4822610,771.82
2021S051235240469,4825175,771.86
2021S051235240470,4801640,771.62
2021S051235240471,4802415,771.61
2021S051235240472,4792985,771.51
2021S051235240473,4800260,771.59
2021S051235240474,4793895,771.5
2021S051235240475,4789635,771.41
2021S051235240476,4782110,771.32
2021S051235240477,4787255,771.35
2021S051235240478,4792005,771.37
2021S051235240479,4794620,771.43
2021S051235240480,4797975,771.47
2021S051235240481,4804575,771.52
2021S051235240482,4802220,771.57
2021S051235240483,4825965,771.72
2021S051235240484,4799430,771.36
2021S051235240485,4795290,771.41
2021S051235240486,4789120,771.32
2021S051235240487,4791720,771.27
2021S051235240488,4786290,771.22
2021S051235240489,4783430,771.19
2021S051235240490,4778355,771.14
2021S051235240491,4777105,771.18
2021S051235240492,4777145,771.2
2021S051235240493,4773985,771.11
2021S051235240494,4775450,771.08
2021S051235240495,4772050,771.06
2021S051235240496,4769605,771.01
2021S051235240497,4769260,771
2021S051235240498,4774370,771.04
2021S051235240499,4774535,771.05
