DGUID,Total_jobs_125,HHI_125
2021S051235100106,299910,883
2021S051235100107,299200,883.23
2021S051235100108,297415,883.83
2021S051235100109,295430,884.52
2021S051235100110,293205,885.46
2021S051235100111,290900,885.85
2021S051235100112,292795,885.27
2021S051235100113,295240,884
2021S051235100114,295690,883.89
2021S051235100115,291960,885.33
2021S051235100116,289625,885.75
2021S051235100119,290290,886.5
2021S051235100120,296565,884.26
2021S051235100122,311740,880.24
2021S051235100124,304460,882.65
2021S051235100125,304845,882.42
2021S051235100126,301950,883.39
2021S051235100127,300595,883.19
2021S051235100128,299330,883.47
2021S051235100129,301565,883.63
2021S051235100130,304430,882.61
2021S051235100131,303905,882.73
2021S051235100132,301665,883.66
2021S051235100133,304120,882.74
2021S051235100134,307620,881.79
2021S051235100135,307515,881.52
2021S051235100136,303600,882.52
2021S051235100137,303075,882.7
2021S051235100138,306670,881.68
2021S051235100139,307750,881.39
2021S051235100140,309005,880.26
2021S051235100141,316175,878.18
2021S051235100142,317110,878.12
2021S051235100144,306205,881.77
2021S051235100148,295655,883.86
2021S051235100149,295655,883.86
2021S051235100151,292460,884.7
2021S051235100152,295500,884.02
2021S051235100153,296715,883.65
2021S051235100154,292460,884.7
2021S051235100155,291825,884.87
2021S051235100156,290180,885.8
2021S051235100157,286315,886.67
2021S051235100158,290335,885.75
2021S051235100159,288755,886.57
2021S051235100162,291395,884.82
2021S051235100163,290175,885.59
2021S051235100164,294855,884.13
2021S051235100165,292310,884.75
2021S051235100166,296160,883.81
2021S051235100167,295675,884.05
2021S051235100168,296540,883.65
2021S051235100169,292500,884.65
2021S051235100170,296215,883.85
2021S051235100171,299285,883.5
2021S051235100172,301890,882.36
2021S051235100173,301890,882.36
2021S051235100174,302220,882.1
2021S051235100175,302220,882.1
2021S051235100176,305670,880.85
2021S051235100177,306190,880.66
2021S051235100178,305965,880.78
2021S051235100179,315570,878.03
2021S051235100180,306865,880.6
2021S051235100181,323545,878.21
2021S051235100182,305990,880.64
2021S051235100183,305710,881.24
2021S051235100184,302170,882.46
2021S051235100185,302170,882.46
2021S051235100186,302435,882.29
2021S051235100187,299870,883.34
2021S051235100188,298815,883.15
2021S051235100189,299190,883.52
2021S051235100190,305525,881.06
2021S051235100191,301890,882.36
2021S051235100192,301800,882.12
2021S051235100193,301890,882.36
2021S051235100194,301095,882.3
2021S051235100195,298610,883.29
2021S051235100196,296840,883.53
2021S051235100197,296450,883.73
2021S051235100198,297170,883.52
2021S051235100199,314300,877.86
2021S051235100236,368000,880.38
2021S051235100237,284740,887.07
2021S051235100238,351740,879.02
2021S051235100239,339890,877.91
2021S051235100240,300285,883.36
2021S051235100241,285445,886.92
2021S051235100242,286915,886.77
2021S051235100243,290205,885.57
2021S051235100244,285090,887.37
2021S051235100245,830685,966.66
2021S051235100248,773555,926.12
2021S051235100249,622100,891.13
2021S051235100250,783730,939.08
2021S051235100251,689905,911.76
2021S051235100252,754405,933.71
2021S051235100253,658495,917.62
2021S051235100254,801070,949.5
2021S051235100255,783120,948.26
2021S051235100256,692515,927.86
2021S051235100257,621565,915.25
2021S051235100258,708570,932.49
2021S051235100259,738520,941
2021S051235100260,624440,918.91
2021S051235100261,625040,920.57
2021S051235100262,611090,919.18
2021S051235100263,573720,914.2
2021S051235100264,582865,915.5
2021S051235100265,655550,933.11
2021S051235100266,728300,943.03
2021S051235100267,740330,943.65
2021S051235100268,498220,900.68
2021S051235100269,502600,899.29
2021S051235100270,462680,893.96
2021S051235100271,439125,889.16
2021S051235100272,455205,891.98
2021S051235100273,415105,884.77
2021S051235100274,382700,880.92
2021S051235100275,331015,877.14
2021S051235100280,358995,880.87
2021S051235100282,335170,877.97
2021S051235100283,360330,882.03
2021S051235100284,322795,877.95
2021S051235100285,331115,878.24
2021S051235100286,319210,878.85
2021S051235100287,313735,878.07
2021S051235100288,304840,880.78
2021S051235100289,370600,882.3
2021S051235100290,458360,896.94
2021S051235100291,455865,898.72
2021S051235100292,296790,883.44
2021S051235100293,267840,893.19
2021S051235100294,376175,878.61
2021S051235100295,420420,882.47
2021S051235100296,478800,893.27
2021S051235100297,524340,898.85
2021S051235100298,473580,890.42
2021S051235100299,491985,891.63
2021S051235100300,520745,894.71
2021S051235100301,574115,905.88
2021S051235100302,509445,892.26
2021S051235100303,453925,886.99
2021S051235100304,417570,879.37
2021S051235100305,347730,875.19
2021S051235100306,438735,879.52
2021S051235100307,488650,886.71
2021S051235100308,540745,894.69
2021S051235100309,552680,899.04
2021S051235100310,577400,904.88
2021S051235100311,542930,892.56
2021S051235100312,536040,902.68
2021S051235100313,516080,899.58
2021S051235100314,833465,956.46
2021S051235100315,838700,957.9
2021S051235100316,289325,886.02
2021S051235100317,321730,877.1
2021S051235100318,315635,878.43
2021S051235100320,392580,882.75
2021S051235100321,398270,885
2021S051235100322,416805,890.18
2021S051235100323,351360,879.6
2021S051235100324,298725,883.56
2021S051235100325,296765,883.93
2021S051235100328,296375,883.46
2021S051235100329,298260,883.54
2021S051235100330,303045,882.89
2021S051235100331,304760,882.08
2021S051235100332,704585,914.87
2021S051235100333,780235,925.63
2021S051235110060,646940,919
2021S051235110063,477640,869.15
2021S051235110064,425185,872.73
2021S051235110065,415005,876.3
2021S051235110066,404760,879.08
2021S051235110067,383610,883.27
2021S051235110068,433385,873.19
2021S051235110069,404930,877.44
2021S051235110070,485835,874.22
2021S051235110071,491790,873.26
2021S051235110072,469240,874.99
2021S051235110073,395215,878.07
2021S051235110074,404945,875.46
2021S051235110075,364090,883.44
2021S051235110076,343940,879.93
2021S051235110077,334600,890.36
2021S051235110078,320555,890.33
2021S051235110079,299310,888.02
2021S051235110080,294465,888.53
2021S051235110081,292670,886.74
2021S051235110082,318575,881.36
2021S051235110083,283565,889.66
2021S051235110084,282990,889.87
2021S051235110085,282425,889.7
2021S051235110086,280730,889.58
2021S051235110087,281565,889.5
2021S051235110088,280960,889.77
2021S051235110089,281385,889.52
2021S051235110090,282360,889.49
2021S051235110091,282345,889.59
2021S051235110092,281275,889.34
2021S051235110093,281650,888.21
2021S051235110094,279835,889.39
2021S051235110095,286010,889.21
2021S051235110096,292315,887.92
2021S051235110097,292605,889.89
2021S051235110098,301995,891.72
2021S051235110099,294425,891.5
2021S051235110100,313245,892.65
2021S051235110101,320530,892.78
2021S051235110102,330685,891.9
2021S051235110103,333380,891.51
2021S051235110104,337295,890.15
2021S051235110105,340440,888.46
2021S051235110106,338165,889.51
2021S051235110107,337610,889.54
2021S051235110108,337275,889.56
2021S051235110109,337200,889.45
2021S051235110110,337200,889.45
2021S051235110111,336815,889.16
2021S051235110112,335965,889.09
2021S051235110113,335520,889.26
2021S051235110114,335775,889.09
2021S051235110115,334500,889.32
2021S051235110116,334845,888.51
2021S051235110117,337250,889.14
2021S051235110118,339455,887.01
2021S051235110119,340735,887.42
2021S051235110120,343805,887.48
2021S051235110121,348750,886.16
2021S051235110122,350910,887.62
2021S051235110123,364385,888.28
2021S051235110124,356570,884.58
2021S051235110125,353210,888.97
2021S051235110126,344945,889.98
2021S051235110127,340740,891.12
2021S051235110128,333085,888.62
2021S051235110129,331345,889.48
2021S051235110130,331925,890.15
2021S051235110131,337325,889.47
2021S051235110132,326235,891.44
2021S051235110133,320410,893.83
2021S051235110134,311535,892.39
2021S051235110135,270765,893.53
2021S051235110136,311800,890.54
2021S051235110137,319575,889.15
2021S051235110138,322255,889.62
2021S051235110140,457995,877.04
2021S051235110141,471540,870.85
2021S051235110142,531820,877.24
2021S051235120092,463215,848.46
2021S051235120093,464890,847.88
2021S051235120094,459750,849.48
2021S051235120095,461130,849.12
2021S051235120096,456715,850.09
2021S051235120097,456680,850.02
2021S051235120098,461215,848.84
2021S051235120099,459485,848.93
2021S051235120100,459830,848.96
2021S051235120101,455475,850.17
2021S051235120102,446430,852.17
2021S051235120103,447180,851.81
2021S051235120104,445395,852.27
2021S051235120105,447780,851.64
2021S051235120106,444395,852.29
2021S051235120107,447030,852
2021S051235120108,444240,852.2
2021S051235120109,444525,852.29
2021S051235120110,442860,852.38
2021S051235120111,439270,852.84
2021S051235120112,435565,853.95
2021S051235120113,435915,853.84
2021S051235120114,436245,853.82
2021S051235120115,442580,852.45
2021S051235120116,436170,853.78
2021S051235120117,436170,853.78
2021S051235120118,444240,852.2
2021S051235120119,426840,854.59
2021S051235120120,426325,854.7
2021S051235120121,418100,855.84
2021S051235120122,416010,856.13
2021S051235120123,418300,855.68
2021S051235120124,424640,855.01
2021S051235120126,414750,855.93
2021S051235120129,444380,852.38
2021S051235120130,444240,852.3
2021S051235120131,449265,851.77
2021S051235120132,449645,851.44
2021S051235120133,451175,851.56
2021S051235120134,450125,851.52
2021S051235120135,456575,850.16
2021S051235120136,452505,851.09
2021S051235120137,450550,851.58
2021S051235120138,449625,851.53
2021S051235120139,444985,852.26
2021S051235120140,447030,852
2021S051235120141,461415,849.03
2021S051235120142,467615,847.37
2021S051235120143,463040,848.91
2021S051235120146,467855,847.34
2021S051235120147,459650,849.6
2021S051235120148,451625,851.43
2021S051235120155,473255,845.94
2021S051235120156,473505,845.84
2021S051235120157,472470,846.1
2021S051235120158,474305,845.58
2021S051235120159,472470,846.1
2021S051235120160,472415,845.94
2021S051235120231,465005,848.27
2021S051235120232,181865,887.16
2021S051235120233,262245,884.19
2021S051235120234,270575,884.36
2021S051235120235,295200,881.53
2021S051235120236,298310,880.23
2021S051235120237,299795,877.89
2021S051235120238,309350,877.85
2021S051235120239,321390,875.87
2021S051235120240,321435,875.09
2021S051235120241,295825,876.99
2021S051235120242,289540,878.18
2021S051235120243,263935,880.77
2021S051235120244,261110,884.46
2021S051235120245,207825,887.84
2021S051235120246,331620,871.53
2021S051235120247,346655,880.93
2021S051235120248,315540,878.81
2021S051235120249,313220,885.79
2021S051235120250,394235,887.07
2021S051235120251,393190,883.02
2021S051235120252,398450,877.45
2021S051235120253,495935,845.78
2021S051235120254,395870,870.74
2021S051235120255,402125,869.22
2021S051235120256,405520,873.02
2021S051235120258,434065,857.98
2021S051235120259,407920,866.34
2021S051235120261,394090,868.87
2021S051235120262,455080,853.53
2021S051235120263,397370,866.52
2021S051235120264,446190,853.88
2021S051235120265,418385,857.77
2021S051235120266,404310,860.4
2021S051235120267,445170,853.24
2021S051235120268,412510,857.97
2021S051235120269,461675,850.64
2021S051235120270,477080,846.06
2021S051235120271,455185,851.49
2021S051235120272,466460,848.54
2021S051235120273,450085,852.15
2021S051235120274,492480,840.3
2021S051235120275,529305,827.51
2021S051235120276,531015,827.65
2021S051235120277,519280,834.04
2021S051235120278,536715,827.23
2021S051235120279,516110,835.69
2021S051235120280,478430,846.5
2021S051235120281,517785,835.98
2021S051235120282,542265,827.86
2021S051235120283,542720,827.89
2021S051235120284,542100,827.92
2021S051235120285,546720,825.92
2021S051235120286,559770,820.39
2021S051235120287,565485,820.44
2021S051235120288,584930,817.2
2021S051235120289,556000,824.94
2021S051235120290,549250,828.57
2021S051235120291,553165,827.69
2021S051235120292,563675,823.98
2021S051235120293,559890,826.13
2021S051235120294,505865,843.13
2021S051235120295,578205,818.33
2021S051235120296,604765,813.05
2021S051235120297,626400,808.94
2021S051235120298,610785,810.94
2021S051235120299,611765,810.84
2021S051235120300,616435,810.32
2021S051235120301,610695,810.79
2021S051235120302,593615,813.88
2021S051235120303,589155,815.58
2021S051235120304,593575,814.02
2021S051235120305,614500,810
2021S051235120306,588710,813.97
2021S051235120307,597895,812.05
2021S051235120308,602510,811.06
2021S051235120309,605605,810.79
2021S051235120310,606065,811.08
2021S051235120311,607815,810.62
2021S051235120312,615585,808.97
2021S051235120313,612315,809.5
2021S051235120314,611825,809.61
2021S051235120315,610390,810.05
2021S051235120316,613510,809.37
2021S051235120317,610390,810.05
2021S051235120318,605400,811.11
2021S051235120319,604975,811.03
2021S051235120320,609885,810.17
2021S051235120321,604120,810.94
2021S051235120322,598360,811.54
2021S051235120323,598445,811.3
2021S051235120324,612090,809.69
2021S051235120325,615695,808.84
2021S051235120326,615240,808.92
2021S051235120327,619630,807.75
2021S051235120328,620060,807.88
2021S051235120329,621670,807.65
2021S051235120330,623310,807.23
2021S051235120331,625050,806.86
2021S051235120332,626255,806.84
2021S051235120333,620840,807.71
2021S051235120334,618515,808.03
2021S051235120335,618055,808.1
2021S051235120336,626225,806.81
2021S051235120337,620105,807.84
2021S051235120340,639820,805.1
2021S051235120341,663680,800.13
2021S051235120342,679230,798.19
2021S051235120343,665130,800.75
2021S051235120344,661865,801.89
2021S051235120345,629250,807.79
2021S051235120346,618930,807.87
2021S051235120347,587070,813.81
2021S051235120348,598140,811.64
2021S051235120349,601100,811.16
2021S051235120350,604965,811.06
2021S051235120351,604545,811.02
2021S051235120352,583385,814.88
2021S051235120353,565435,817.83
2021S051235120354,544955,821.28
2021S051235120355,538365,822.45
2021S051235120356,524790,827.53
2021S051235120357,536425,822.99
2021S051235120358,564310,817.69
2021S051235120359,508715,834.27
2021S051235120360,518675,830.32
2021S051235120361,525865,827.74
2021S051235120362,490085,840.29
2021S051235120363,493835,839.41
2021S051235120365,471110,846.28
2021S051235120366,471350,846.17
2021S051235120367,466260,847.2
2021S051235120368,474440,845.11
2021S051235120369,482230,841.28
2021S051235120371,624635,806.47
2021S051235120372,655750,800.04
2021S051235120373,662405,799.22
2021S051235120374,648730,801.42
2021S051235120375,418285,855.73
2021S051235120376,399640,859.72
2021S051235120377,368925,867.56
2021S051235120378,380000,864.58
2021S051235120379,391235,861.69
2021S051235120380,378385,867.37
2021S051235120381,368190,872
2021S051235120382,377950,870.16
2021S051235120383,364890,883.61
2021S051235120384,365455,873.99
2021S051235120385,348585,882.74
2021S051235120386,341690,880.74
2021S051235120389,339750,885.51
2021S051235120390,326905,888.27
2021S051235120391,326465,887.36
2021S051235120392,325730,888.57
2021S051235120393,363345,885.28
2021S051235120394,368900,879.2
2021S051235120395,385215,884.93
2021S051235120396,378695,878.87
2021S051235120397,392420,884.71
2021S051235120398,396570,874.26
2021S051235120399,395760,882.15
2021S051235120400,395540,874.49
2021S051235120401,398140,873.03
2021S051235120402,390590,871.35
2021S051235120404,494875,838.71
2021S051235120405,480765,842.64
2021S051235120406,471470,846.19
2021S051235120408,328895,886.2
2021S051235120410,650350,801.9
2021S051235120412,630265,806.18
2021S051235120413,405845,870.37
2021S051235120416,401275,868.79
2021S051235120418,356885,874.67
2021S051235120419,332410,882.95
2021S051235120420,359635,873.26
2021S051235120421,336020,876.74
2021S051235130042,426195,854.56
2021S051235130043,445710,851.37
2021S051235130044,487275,839.5
2021S051235130045,523810,827.01
2021S051235130046,525545,826.16
2021S051235130047,457380,847.42
2021S051235130048,512895,829.57
2021S051235130049,524785,824.46
2021S051235130050,548145,819.52
2021S051235130051,593160,811.57
2021S051235130052,590725,812.34
2021S051235130053,595450,810.48
2021S051235130054,508590,829.14
2021S051235130055,442510,849.03
2021S051235130056,434260,851.2
2021S051235130057,408045,855.34
2021S051235130058,359980,861.72
2021S051235130059,325940,870.35
2021S051235130060,322470,871.11
2021S051235130061,319670,873.82
2021S051235130062,308945,877.76
2021S051235130063,310285,877.88
2021S051235130064,314690,876.28
2021S051235130065,312510,877.1
2021S051235130066,318865,874.88
2021S051235130067,325845,871.89
2021S051235130068,333910,871.11
2021S051235130069,329595,875.01
2021S051235130070,349420,871.04
2021S051235130071,320870,884.17
2021S051235130072,301950,880.96
2021S051235130073,296725,882.27
2021S051235130074,292540,881.05
2021S051235130075,305180,877.83
2021S051235130077,284000,888.35
2021S051235130078,304850,893.76
2021S051235130079,351365,867.22
2021S051235130080,429700,853.4
2021S051235130081,328755,868.38
2021S051235130082,311065,874.33
2021S051235140110,639135,807.34
2021S051235140111,651850,804.29
2021S051235140112,669645,800.52
2021S051235140113,674040,799.54
2021S051235140114,727500,791.5
2021S051235140115,737965,790.6
2021S051235140116,747255,789.45
2021S051235140117,737925,790.86
2021S051235140118,857065,784.16
2021S051235140119,813715,786.49
2021S051235140120,745000,789.44
2021S051235140121,767865,788.71
2021S051235140122,648370,805.72
2021S051235140123,949795,779.66
2021S051235140124,1011025,777.81
2021S051235140125,1257935,772.16
2021S051235140126,1125625,775.86
2021S051235140127,1543955,771.05
2021S051235140128,1386955,769.57
2021S051235140129,2063510,778.99
2021S051235140130,2167650,778.51
2021S051235140131,2094160,778.69
2021S051235140132,2239960,777.61
2021S051235140133,2100655,777.73
2021S051235140134,2353025,775.1
2021S051235140135,2439285,774.21
2021S051235140136,2504500,773.35
2021S051235140137,2582745,772.68
2021S051235140138,2369395,774.6
2021S051235140139,2794910,769.6
2021S051235140140,2771680,769.75
2021S051235140141,2838860,768.82
2021S051235140142,2680945,771.1
2021S051235140143,2737270,769.55
2021S051235140144,2658965,771.3
2021S051235140145,2657505,771.24
2021S051235140146,2765980,769.12
2021S051235140147,2774745,768.97
2021S051235140148,2786765,768.86
2021S051235140149,2803040,768.7
2021S051235140150,2856360,768.22
2021S051235140151,2881380,768.29
2021S051235140152,2887920,768.22
2021S051235140153,2874135,768.33
2021S051235140154,2912330,768.19
2021S051235140155,2899690,768.2
2021S051235140156,2888960,768.29
2021S051235140157,2875690,768.37
2021S051235140158,2852100,768.29
2021S051235140159,2859815,768.22
2021S051235140160,2831255,768.4
2021S051235140161,2829825,768.31
2021S051235140162,2807040,768.48
2021S051235140163,2823030,768.28
2021S051235140164,2809215,768.37
2021S051235140165,2827425,768.34
2021S051235140166,2777990,768.85
2021S051235140167,2791260,768.73
2021S051235140168,2733985,769.73
2021S051235140169,2733545,769.59
2021S051235140170,2645785,771.33
2021S051235140171,2533475,773.48
2021S051235140172,2462240,774.51
2021S051235140173,2155540,780.41
2021S051235140174,2094275,781.39
2021S051235140175,1359750,769.05
2021S051235140176,1413060,769.55
2021S051235140177,1471955,770.05
2021S051235140178,1425865,769.48
2021S051235140179,1485410,770.05
2021S051235140180,1299860,770.31
2021S051235140181,1112590,775.84
2021S051235140182,1112945,776.12
2021S051235140183,1275395,770.54
2021S051235140184,979840,779.5
2021S051235140185,804805,787.66
2021S051235140186,822535,787.11
2021S051235140187,841430,785.19
2021S051235140188,870195,784.06
2021S051235140189,790685,788.61
2021S051235140190,740400,792.33
2021S051235140191,822945,787.73
2021S051235140192,840685,786.22
2021S051235140193,846210,785.86
2021S051235140194,859520,784.76
2021S051235140195,858085,784.83
2021S051235140196,793835,788.65
2021S051235140197,851380,785.58
2021S051235140198,805290,788.27
2021S051235140199,756945,791.84
2021S051235140200,696405,795.3
2021S051235140201,927935,781.6
2021S051235140202,922455,781.45
2021S051235140203,1552065,770.75
2021S051235140204,2086055,780.61
2021S051235140205,2452140,774.6
2021S051235140206,2141905,780.68
2021S051235140207,2324540,777.3
2021S051235140208,2993600,767.75
2021S051235140209,2940225,768.13
2021S051235140210,2927330,768.23
2021S051235140211,2959860,767.98
2021S051235140212,2961645,767.86
2021S051235140213,2981860,767.75
2021S051235140214,2981770,767.65
2021S051235140215,2959160,767.82
2021S051235140216,2968975,767.77
2021S051235140217,2971715,767.79
2021S051235140218,2927240,767.96
2021S051235140219,2903805,768.03
2021S051235140220,3124240,766.98
2021S051235140221,2901385,768.07
2021S051235140222,2884225,768.26
2021S051235140223,2819005,768.7
2021S051235140224,2954870,768.24
2021S051235140225,2852390,768.63
2021S051235140226,3045525,767.46
2021S051235140227,3240770,766.74
2021S051235140228,3272935,766.37
2021S051235140229,3295790,766.38
2021S051235140230,3098395,766.78
2021S051235140231,3675885,766.56
2021S051235140232,3633250,766.63
2021S051235140233,3688530,766.62
2021S051235140234,3542715,766.52
2021S051235140235,3431270,766.74
2021S051235140236,3285375,766.62
2021S051235140237,3392115,766.74
2021S051235140238,3364635,766.6
2021S051235140239,3378185,766.64
2021S051235140240,3363075,766.64
2021S051235140241,3414550,766.9
2021S051235140242,3434940,766.82
2021S051235140243,3449830,767.06
2021S051235140244,3444180,766.96
2021S051235140245,3443720,766.96
2021S051235140246,3448015,767.07
2021S051235140247,3392405,766.67
2021S051235140248,3503355,767.2
2021S051235140249,3500660,767.14
2021S051235140250,3516930,767.12
2021S051235140251,3551250,767.11
2021S051235140252,3579360,767.13
2021S051235140253,3517850,767.25
2021S051235140254,3534620,767.03
2021S051235140255,3567415,767.1
2021S051235140256,3575650,767.02
2021S051235140257,3504915,767.13
2021S051235140258,3509780,767.09
2021S051235140259,3472085,767.15
2021S051235140260,3614130,767.03
2021S051235140261,3739780,766.43
2021S051235140262,3744900,766.55
2021S051235140263,1476575,772.07
2021S051235140264,1120100,775.19
2021S051235140265,1144825,775.92
2021S051235140266,1215295,775.25
2021S051235140267,986850,779.05
2021S051235140268,805710,786.22
2021S051235140269,711535,795.1
2021S051235150039,2738095,770.03
2021S051235150040,2730445,770.04
2021S051235150041,2760590,769.63
2021S051235150043,2778950,769.29
2021S051235150045,2813985,768.65
2021S051235150046,2796170,769.08
2021S051235150047,2804025,768.9
2021S051235150048,2795245,769.1
2021S051235150049,2794195,769.13
2021S051235150050,2809860,768.79
2021S051235150051,2813580,768.72
2021S051235150052,2825550,768.37
2021S051235150053,2836765,768.17
2021S051235150054,2833325,768.29
2021S051235150055,2848085,768.02
2021S051235150056,2843915,768.12
2021S051235150057,2842225,768.1
2021S051235150058,2833975,768.31
2021S051235150059,2843475,768.11
2021S051235150060,2853410,767.98
2021S051235150061,2866520,767.86
2021S051235150062,2862555,767.92
2021S051235150063,2854655,767.92
2021S051235150064,2862735,767.89
2021S051235150065,2854630,767.92
2021S051235150066,2857810,767.92
2021S051235150067,2850345,767.98
2021S051235150068,2853090,767.93
2021S051235150069,2844085,768.12
2021S051235150070,2849110,767.97
2021S051235150071,2854930,767.94
2021S051235150072,2859125,767.91
2021S051235150073,2863535,767.88
2021S051235150074,2866145,767.77
2021S051235150075,2875205,767.7
2021S051235150076,2873740,767.72
2021S051235150077,2869935,767.74
2021S051235150078,2876240,767.68
2021S051235150079,2860095,767.86
2021S051235150080,2858545,767.89
2021S051235150081,2847255,768.08
2021S051235150082,2848125,768.15
2021S051235150083,2845315,768.23
2021S051235150084,2843825,768.25
2021S051235150085,2834040,768.52
2021S051235150086,2847550,768.32
2021S051235150087,2856305,768
2021S051235150088,2863045,767.84
2021S051235150089,2859290,767.86
2021S051235150090,2882225,767.58
2021S051235150091,2872975,767.69
2021S051235150092,2871265,767.75
2021S051235150093,2880440,767.6
2021S051235150094,2895220,767.5
2021S051235150095,2852585,768.19
2021S051235150096,2861025,767.91
2021S051235150098,2845915,768.36
2021S051235150099,2831070,768.63
2021S051235150100,2827815,768.74
2021S051235150101,2808775,769.04
2021S051235150103,2779175,769.61
2021S051235150104,2772305,769.71
2021S051235150105,2779175,769.61
2021S051235150107,2783630,769.43
2021S051235150108,2797885,769.12
2021S051235150109,2800340,769.09
2021S051235150110,2814135,768.77
2021S051235150111,2829335,768.45
2021S051235150112,2824010,768.51
2021S051235150113,2833165,768.33
2021S051235150114,2833265,768.28
2021S051235150115,2847070,768.07
2021S051235150116,2811080,768.82
2021S051235150117,2807875,768.88
2021S051235150120,2770590,769.62
2021S051235150121,2761300,769.8
2021S051235150122,2759565,769.76
2021S051235150123,2768670,769.6
2021S051235150124,2769115,769.6
2021S051235150125,2773575,769.44
2021S051235150126,2775985,769.51
2021S051235150127,2631565,770.81
2021S051235150128,2678430,770.51
2021S051235150129,2692235,770.56
2021S051235150133,2808845,769.07
2021S051235150134,2820725,768.83
2021S051235150137,2975935,766.13
2021S051235150138,2965430,766.15
2021S051235150139,2964395,766.2
2021S051235150140,2938355,766.69
2021S051235150141,2930395,766.88
2021S051235150142,2937005,766.72
2021S051235150143,2951265,766.48
2021S051235150144,2957950,766.34
2021S051235150145,2957900,766.33
2021S051235150146,2975195,766.03
2021S051235150147,2974735,766.1
2021S051235150148,2959600,766.26
2021S051235150149,2942010,766.57
2021S051235150150,2938525,766.63
2021S051235150151,2922545,766.96
2021S051235150153,2903730,767.12
2021S051235150154,2898460,767.24
2021S051235150155,2885120,767.58
2021S051235150156,2890970,767.44
2021S051235150157,2879195,767.62
2021S051235150158,2874210,767.72
2021S051235150159,2864090,767.87
2021S051235150160,2872880,767.72
2021S051235150161,2874325,767.73
2021S051235150162,2867955,767.86
2021S051235150163,2883880,767.59
2021S051235150164,2881245,767.59
2021S051235150165,2880435,767.58
2021S051235150168,2893855,767.37
2021S051235150213,2844185,768.14
2021S051235150214,2824545,768.48
2021S051235150215,2819105,768.57
2021S051235150216,2819530,768.55
2021S051235150224,2901850,767.21
2021S051235150225,2792780,769.2
2021S051235150226,2757280,769.67
2021S051235150227,2833340,768.37
2021S051235150228,494565,831.74
2021S051235150229,751745,789.57
2021S051235150230,628075,820.63
2021S051235150231,709705,805.4
2021S051235150232,914960,783.68
2021S051235150233,1147740,773.61
2021S051235150234,1501470,773.09
2021S051235150235,1321460,773.34
2021S051235150236,1779355,772.28
2021S051235150237,1684315,772.81
2021S051235150238,2180495,772.35
2021S051235150239,2350380,772.56
2021S051235150240,2386670,772.44
2021S051235150241,2713665,769.89
2021S051235150242,2807140,769.07
2021S051235150243,2883170,767.73
2021S051235150244,2907745,767.41
2021S051235150245,2822325,768.79
2021S051235150246,2804605,769.03
2021S051235150247,2892820,767.58
2021S051235150248,2957420,766.47
2021S051235150249,2867355,767.79
2021S051235150250,2819170,768.55
2021S051235150251,2779485,769.29
2021S051235150255,3024525,765.73
2021S051235150256,3078515,765.76
2021S051235150257,3320080,765.19
2021S051235150258,3276675,765.34
2021S051235150259,3560980,766.42
2021S051235150260,3309490,765.23
2021S051235150261,3581325,766.75
2021S051235150262,3647855,766.75
2021S051235150263,3588420,766.91
2021S051235150264,3548950,766.73
2021S051235150265,3529735,766.62
2021S051235150266,3411385,765.73
2021S051235150267,3380010,765.78
2021S051235150268,3652095,766.74
2021S051235150269,3109445,766.36
2021S051235150270,3083180,766.3
2021S051235150271,2876125,768.12
2021S051235150273,2706800,771.28
2021S051235150275,2533625,772.97
2021S051235150276,2751195,770.58
2021S051235150277,2608685,772.31
2021S051235150278,2499400,773.05
2021S051235150279,2591250,771.77
2021S051235150280,2122225,775.47
2021S051235150281,2123835,773.63
2021S051235150282,1821785,772.43
2021S051235150283,1555735,772.68
2021S051235150284,1223560,774.41
2021S051235150285,1203975,775.66
2021S051235150286,1070670,776.29
2021S051235150287,1104465,775.93
2021S051235150288,1028380,777.9
2021S051235150289,1491495,772.99
2021S051235150290,1597115,772.2
2021S051235150291,751855,791.07
2021S051235150292,820165,787.42
2021S051235150293,757750,792.56
2021S051235150294,713925,798.3
2021S051235150295,641680,808.4
2021S051235150296,633280,809.54
2021S051235150297,2483210,772.27
2021S051235150298,2219685,773.66
2021S051235150299,2295785,773.47
2021S051235150300,2324125,773.46
2021S051235150301,2222325,773.38
2021S051235150302,2415080,772.86
2021S051235150303,2672185,770
2021S051235150304,2627420,770.19
2021S051235150305,2612530,770.74
2021S051235150306,2695885,770.55
2021S051235150309,2897620,767.72
2021S051235150311,2663620,770.14
2021S051235150312,2354635,772.23
2021S051235150313,2002640,771.79
2021S051235150314,2213005,770.95
2021S051235150316,1480685,774.9
2021S051235150317,2018555,771.65
2021S051235150318,735155,797.69
2021S051235150319,1127945,777.4
2021S051235150320,2927000,766.85
2021S051235150321,2917690,766.96
2021S051235150322,2802170,769.07
2021S051235150324,2737165,770.39
2021S051235150326,2778700,769.76
2021S051235150327,2880630,767.64
2021S051235150330,2881585,767.56
2021S051235150331,2989470,765.84
2021S051235150332,2660525,770.9
2021S051235150334,2749035,769.99
2021S051235150337,2961990,766.59
2021S051235150340,2822555,768.99
2021S051235150342,2861645,768.09
2021S051235150343,1849990,773.64
2021S051235150344,2457250,773.58
2021S051235150346,2761520,770.34
2021S051235160102,1710310,773.4
2021S051235160103,2826755,766.6
2021S051235160104,3142490,764.19
