DAUID,DGUID,Total_jobs_75,HHI_75,simpsons_75,Total_jobs_100,HHI_100,simpsons_100,Total_jobs_125,HHI_125,simpsons_125,Total_jobs_150,HHI_150,simpsons_150
35010225,2021S051235010225,170895,933.4786319233423,0.9066521368076658,634005,1015.5151816575952,0.8984484818342404,682675,995.7281202240368,0.9004271879775962,706515,986.7687667472867,0.9013231233252713
35010226,2021S051235010226,170895,933.4786319233423,0.9066521368076658,634605,1015.0095279629016,0.8984990472037099,683245,995.5074953561428,0.9004492504643857,706930,986.7204420823631,0.9013279557917637
35010227,2021S051235010227,175070,938.0085451233506,0.906199145487665,635040,1014.8397830374556,0.8985160216962544,683660,995.4869421536627,0.9004513057846337,707100,986.6914487419868,0.9013308551258014
35010228,2021S051235010228,180850,942.9108037346145,0.9057089196265385,637855,1013.3887383867053,0.8986611261613294,683660,995.4869421536627,0.9004513057846337,707100,986.6914487419868,0.9013308551258014
35010229,2021S051235010229,173720,935.598406586826,0.9064401593413174,638050,1013.1549628061967,0.8986845037193804,683660,995.4869421536627,0.9004513057846337,707315,986.5816177247293,0.9013418382275271
35010230,2021S051235010230,172460,932.350748113851,0.906764925188615,639155,1012.6282101568552,0.8987371789843145,683825,995.3334970741238,0.9004666502925877,707540,986.5873187663087,0.9013412681233691
35010231,2021S051235010231,165385,925.2173277564788,0.9074782672243521,638500,1013.0361537692651,0.8986963846230734,683410,995.3539263755396,0.900464607362446,707540,986.5873187663087,0.9013412681233691
35010232,2021S051235010232,164045,924.3449786702947,0.9075655021329705,637890,1013.2183070175005,0.89867816929825,683410,995.3539263755396,0.900464607362446,707540,986.5873187663087,0.9013412681233691
35010233,2021S051235010233,158085,920.5922124617266,0.9079407787538274,634810,1014.1651706722563,0.8985834829327743,683245,995.5074953561428,0.9004492504643857,707315,986.5816177247293,0.9013418382275271
35010234,2021S051235010234,155285,918.0143648345509,0.9081985635165449,632975,1014.7412461440847,0.8985258753855916,683245,995.5074953561428,0.9004492504643857,706930,986.7204420823631,0.9013279557917637
35010235,2021S051235010235,158800,920.1782972419088,0.9079821702758091,636635,1013.5439395023194,0.8986456060497681,683410,995.3539263755396,0.900464607362446,707540,986.5873187663087,0.9013412681233691
35010237,2021S051235010237,131340,897.4417658197453,0.9102558234180255,621885,1016.6365314336307,0.898336346856637,682285,996.0525620536845,0.9003947437946316,706375,986.9304490248436,0.9013069550975157
35010238,2021S051235010238,137095,901.1777111753031,0.9098822288824697,622105,1016.5885026310161,0.8983411497368984,682075,996.0475367519692,0.9003952463248031,705960,986.9790073252481,0.9013020992674752
35010239,2021S051235010239,136825,901.2552527266304,0.909874474727337,621530,1016.7213830618354,0.8983278616938165,681790,996.2047883294301,0.900379521167057,705960,986.9790073252481,0.9013020992674752
35010240,2021S051235010240,139070,903.1172513334982,0.9096882748666502,622880,1016.4152415061244,0.89835847584938755,682485,995.9524172371101,0.900404758276289,706375,986.9304490248436,0.9013069550975157
35010241,2021S051235010241,142180,906.994967794554,0.9093005032205446,623230,1016.2457122358528,0.8983754287764147,682275,995.9473432526124,0.9004052656747388,705960,986.9790073252481,0.9013020992674752
35010242,2021S051235010242,141010,905.1335412152516,0.9094866458784748,622560,1016.5914974414266,0.8983408502558574,682075,996.0475367519692,0.9003952463248031,705960,986.9790073252481,0.9013020992674752
35010243,2021S051235010243,151965,917.0921046812665,0.9082907895318734,624565,1016.3687229971407,0.8983631277002859,682885,995.7333191748058,0.9004266680825195,706630,986.8564515637341,0.9013143548436267
35010244,2021S051235010244,142760,908.6907031777406,0.909130929682226,622560,1016.5914974414266,0.8983408502558574,681790,996.2047883294301,0.900379521167057,705625,987.0410809004261,0.9012958919099574
35010245,2021S051235010245,138540,902.7664587423686,0.9097233541257631,621530,1016.7213830618354,0.8983278616938165,681790,996.2047883294301,0.900379521167057,705625,987.0410809004261,0.9012958919099574
35010246,2021S051235010246,132770,899.5400970924859,0.9100459902907514,621000,1017.0960102789901,0.898290398972101,681260,996.4508323709077,0.9003549167629092,705215,987.0402140398973,0.9012959785960103
35010247,2021S051235010247,130375,897.5039881454136,0.9102496011854586,620440,1016.7825145966214,0.8983217485403379,680925,996.7477147115688,0.9003252285288431,705625,987.0410809004261,0.9012958919099574
35010248,2021S051235010248,129970,897.1811660137193,0.910281883398628,620465,1016.77442056985,0.898322557943015,681200,996.5187325723766,0.9003481267427623,705625,987.0410809004261,0.9012958919099574
35010249,2021S051235010249,129575,897.9066717655327,0.9102093328234467,618790,1016.8799528285249,0.8983120047171476,680650,996.9773654541558,0.9003022634545844,704850,987.1391876214482,0.9012860812378551
35010250,2021S051235010250,231775,963.922310505533,0.9036077689494467,642515,1011.2182441298315,0.8988781755870169,686330,994.0876423151092,0.9005912357684891,708445,986.45604456781,0.9013543955432191
35010251,2021S051235010251,208385,956.3691846238963,0.9043630815376104,639875,1012.5294204992863,0.8987470579500714,683890,995.4051781462774,0.9004594821853722,707315,986.5816177247293,0.9013418382275271
35010252,2021S051235010252,187105,948.0462415820658,0.9051953758417934,635645,1014.6358031322567,0.8985364196867743,683090,995.7073675285085,0.9004292632471491,706515,986.7687667472867,0.9013231233252713
35010253,2021S051235010253,203885,957.0596364626379,0.9042940363537362,636900,1013.9843728063302,0.898601562719367,683455,995.5541489193195,0.900444585108068,706685,986.7397696134832,0.9013260230386517
35010254,2021S051235010254,201635,956.8169912652758,0.9043183008734724,636385,1014.3734620926724,0.8985626537907327,683090,995.7073675285085,0.9004292632471491,706685,986.7397696134832,0.9013260230386517
35010255,2021S051235010255,196820,955.8224757487151,0.9044177524251285,636225,1014.4681976938401,0.898553180230616,683090,995.7073675285085,0.9004292632471491,706180,986.8305884092217,0.9013169411590778
35010256,2021S051235010256,206105,959.0005846857631,0.9040999415314237,636385,1014.3734620926724,0.8985626537907327,683320,995.6253487124778,0.9004374651287522,706685,986.7397696134832,0.9013260230386517
35010257,2021S051235010257,170030,940.9572107124305,0.9059042789287569,628490,1016.9529375272019,0.8983047062472798,681495,996.5825857475439,0.9003417414252456,704355,986.970722134199,0.90130292778658
35010258,2021S051235010258,177750,942.9993531425994,0.90570006468574,633960,1015.613385012057,0.8984386614987943,682115,996.1131972555308,0.900388680274447,705405,986.9281606417666,0.9013071839358233
35010259,2021S051235010259,178320,943.2030590682268,0.9056796940931773,634280,1015.4400893137235,0.8984559910686276,683090,995.7073675285085,0.9004292632471491,705815,986.9291214869423,0.9013070878513058
35010260,2021S051235010260,137165,908.2414315098549,0.9091758568490145,616925,1017.7852868174618,0.8982214713182538,679425,997.216301239034,0.9002783698760966,703455,987.5453520986575,0.9012454647901342
35010261,2021S051235010261,139375,905.1943196122986,0.9094805680387701,620815,1017.1515550753102,0.8982848444924689,680650,996.9773654541558,0.9003022634545844,704600,987.093672141442,0.9012906327858559
35010262,2021S051235010262,126615,899.189204537908,0.9100810795462092,607695,1018.4220965483582,0.8981577903451642,679330,997.3430943344343,0.9002656905665566,703455,987.5453520986575,0.9012454647901342
35010263,2021S051235010263,130310,900.6402864721194,0.909935971352788,616685,1017.2618651229308,0.898273813487707,679850,997.1973330860933,0.9002802666913907,704600,987.093672141442,0.9012906327858559
35010264,2021S051235010264,127625,898.3477971415168,0.9101652202858483,615055,1017.6834315218856,0.8982316568478115,679850,997.1973330860933,0.9002802666913907,704385,987.2183456521774,0.9012781654347822
35010265,2021S051235010265,127625,898.3477971415168,0.9101652202858483,614765,1017.5947764517466,0.8982405223548253,679850,997.1973330860933,0.9002802666913907,704385,987.2183456521774,0.9012781654347822
35010266,2021S051235010266,126165,896.6834366652115,0.9103316563334789,608540,1017.940641030727,0.8982059358969273,679355,997.4133992970458,0.9002586600702954,704385,987.2183456521774,0.9012781654347822
